miliseg,AcX,AcY,AcZ
103820.0,7.35,-6.44,1.5
103840.0,7.41,-6.51,1.01
103860.0,7.39,-7.32,1.22
103880.0,7.34,-7.07,1.52
103900.0,7.3,-6.52,1.81
103920.0,7.32,-6.46,1.52
103940.0,7.4,-6.76,1.5
103960.0,7.39,-6.85,0.95
103980.0,7.35,-7.07,1.2
104000.0,7.34,-6.82,1.33
104020.0,7.25,-6.7,2.31
104040.0,7.26,-6.48,2.15
104060.0,7.35,-6.56,1.56
104080.0,7.42,-6.98,0.16
104100.0,7.48,-6.14,-0.82
104120.0,7.09,-6.99,2.88
104140.0,6.99,-7.05,4.63
104160.0,7.2,-7.08,2.55
104180.0,7.28,-6.58,1.75
104200.0,7.43,-6.58,0.49
104220.0,7.33,-6.81,1.06
104240.0,7.17,-6.88,2.46
104260.0,7.3,-7.08,2.33
104280.0,7.27,-6.53,1.33
104300.0,7.23,-6.76,1.35
104320.0,7.33,-6.91,1.53
104340.0,7.29,-6.95,1.97
104360.0,7.2,-6.61,1.8
104380.0,7.26,-6.9,1.3
104400.0,7.45,-6.77,0.78
104420.0,7.31,-6.79,1.62
104440.0,7.25,-6.62,1.64
104460.0,7.21,-6.94,1.89
104480.0,7.21,-7.3,1.8
104500.0,7.23,-6.59,1.76
104520.0,7.28,-6.76,1.65
104540.0,7.19,-7.05,2.41
104560.0,7.12,-6.71,1.9
104580.0,7.28,-6.82,0.98
104600.0,7.28,-7.04,1.18
104620.0,7.25,-6.95,1.8
104640.0,7.16,-6.81,2.21
104660.0,7.21,-6.76,2.29
104680.0,7.19,-6.6,1.92
104700.0,7.28,-7.09,1.42
104720.0,7.25,-6.86,2.0
104740.0,7.08,-6.52,1.92
104760.0,7.19,-6.96,1.38
104780.0,7.35,-7.51,1.59
104800.0,7.1,-6.59,1.97
104820.0,7.28,-6.68,1.96
104840.0,7.26,-6.88,1.56
104860.0,7.23,-6.87,1.65
104880.0,7.22,-6.64,1.72
104900.0,7.26,-7.05,1.82
104920.0,7.29,-6.79,1.96
104940.0,7.15,-6.79,1.71
104960.0,7.24,-6.8,1.49
104980.0,7.21,-6.87,1.59
105000.0,7.32,-6.84,1.67
105020.0,7.4,-6.83,1.41
105040.0,7.19,-6.53,2.44
105060.0,7.04,-6.71,3.02
105080.0,6.98,-6.79,2.44
105100.0,7.23,-6.83,1.29
105120.0,7.42,-6.86,-0.02
105140.0,7.4,-6.89,0.4
105160.0,7.24,-7.01,1.57
105180.0,7.19,-6.85,2.15
105200.0,7.19,-6.94,2.32
