miliseg,AcX,AcY,AcZ
276040.0,9.77,-2.21,-0.13
276060.0,9.75,-2.31,-0.25
276080.0,9.74,-2.34,-0.0
276100.0,9.76,-2.25,0.17
276120.0,9.72,-2.18,0.02
276140.0,9.68,-2.17,-0.14
276160.0,9.68,-2.19,-0.07
276180.0,9.74,-2.27,0.09
276200.0,9.71,-2.28,0.01
276220.0,9.72,-2.29,-0.19
276240.0,9.8,-2.25,-0.09
276260.0,9.8,-2.15,0.11
276280.0,9.67,-2.18,0.17
276300.0,9.7,-2.34,-0.11
276320.0,9.7,-2.43,-0.2
276340.0,9.76,-2.29,-0.02
276360.0,9.79,-2.05,0.03
276380.0,9.75,-2.05,-0.16
276400.0,9.76,-2.27,-0.23
276420.0,9.74,-2.38,0.02
276440.0,9.71,-2.39,0.02
276460.0,9.78,-2.32,-0.02
276480.0,9.74,-2.25,-0.0
276500.0,9.73,-2.28,0.07
276520.0,9.71,-2.29,-0.01
276540.0,9.69,-2.35,-0.18
276560.0,9.67,-2.23,-0.12
276580.0,9.7,-2.09,0.02
276600.0,9.71,-2.08,0.04
276620.0,9.74,-2.25,-0.02
276640.0,9.72,-2.41,-0.16
276660.0,9.71,-2.42,-0.09
276680.0,9.71,-2.29,-0.01
276700.0,9.75,-2.15,-0.08
276720.0,9.72,-2.22,-0.03
276740.0,9.76,-2.31,-0.05
276760.0,9.76,-2.37,-0.05
276780.0,9.76,-2.32,-0.14
